calories,category,fat,carbs,name,restaurant
170,Breads,1,33,Country Large Oblong - VG (slice),Corner Bakery Cafe
1320,Breads,51,160,Brioche Flatbread (whole),Corner Bakery Cafe
3540,Breads,59,649,White Rye Oblong - VG (whole),Corner Bakery Cafe
10,Sides,0,1,"Pickle Spear - VG, G",Corner Bakery Cafe
300,Desserts,113,46,Chocolate Chip Cookie - V,Corner Bakery Cafe
590,Desserts,24,90,Lemon Bar - V,Corner Bakery Cafe
300,Coffee,16,23,Latte - Whole,Corner Bakery Cafe
60,Coffee,0,9,Cappuccino - Nonfat,Corner Bakery Cafe
490,Drinks,7,103,Truffle Hot Chocolate w/Whipped Cream - Nonfat,Corner Bakery Cafe
290,Drinks,0,75,Frozen Pomegranate Lemonade - VG,Corner Bakery Cafe
2540,Breads,87,389,Cinnamon Raisin - V (whole),Corner Bakery Cafe
1040,Breads,15,190,Focaccia Loaf - VG (whole),Corner Bakery Cafe
220,Desserts,9,30,"Dipped Cone, Chocolate - Kids’ ***",Dairy Queen
240,Desserts,7,39,"Sundae, Cherry - Small",Dairy Queen
410,Desserts,10,74,"Sundae, Marshmallow - Medium",Dairy Queen
480,Desserts,14,76,"Sundae, Strawberry - Large",Dairy Queen
640,Desserts,30,83,Pecan Mudslide® Treat,Dairy Queen
80,Desserts,0,21,Cherry StarKiss® Bar,Dairy Queen
540,Desserts,23,76,"Oreo® Blizzard Cake, 10”, 1/12 slice***",Dairy Queen
540,Burgers,30,44,1/4 lb. GrillBurger with Cheese,Dairy Queen
600,Sandwiches,34,40,Iron Grilled Supreme BLT Sandwich,Dairy Queen
380,Entrees,24,23,Chili Cheese Dog,Dairy Queen
90,Kid's Meals,0,23,Applesauce,Dairy Queen
250,Sides,9,36,Breaded Mushrooms,Dairy Queen
730,Breakfast,47,64,Biscuits & Gravy,Dairy Queen
370,Desserts,13,57,Banana Cream Pie Blizzard - Mini,Dairy Queen
740,Desserts,26,114,Butterfinger Blizzard - Medium,Dairy Queen
420,Desserts,16,62,Cookie Dough Blizzard - Mini,Dairy Queen
900,Desserts,42,120,French Silk Pie Blizzard - Medium,Dairy Queen
360,Desserts,14,51,Heath® Blizzard - Mini,Dairy Queen
1000,Desserts,49,133,Midnight Truffle Blizzard - Medium,Dairy Queen
380,Desserts,15,53,Oreo® CheeseQuake® Blizzard - Mini,Dairy Queen
850,Desserts,33,123,Snickers Blizzard - Medium,Dairy Queen
25,Desserts,0,6,Banana Slices,Dairy Queen
450,Coffee,16,65,Cappuccino MooLatté - Small,Dairy Queen
660,Coffee,25,96,Mocha MooLatté - Medium,Dairy Queen
550,Drinks,9,108,"Arctic Rush Float, All Flavors - Large",Dairy Queen
540,Shakes,20,81,"Shake, Chocolate - Small",Dairy Queen
610,Shakes,22,90,"Shake, Strawberry - Medium",Dairy Queen
1080,Shakes,31,178,"Malt, Caramel - Large",Dairy Queen
700,Shakes,34,83,"Malt, Peanut Butter - Small",Dairy Queen
380,Drinks,0,87,"Lemonade Chiller, Classic, Medium",Dairy Queen
470,Desserts,22,61,"Dipped Cone, Chocolate - Medium ***",Dairy Queen
490,Desserts,14,80,"Sundae, Cherry - Large",Dairy Queen
390,Desserts,22,39,"Sundae, Peanut Butter - Small",Dairy Queen
760,Desserts,38,96,Choc. Cov. Strawberry Waffle Bowl Sundae,Dairy Queen
240,Desserts,15,24,Chocolate Dilly® Bar***,Dairy Queen
50,Desserts,0,13,Fudge Bar,Dairy Queen
580,Desserts,27,77,"Reese’s® PB Cups Blizz. Cake 10”, 1/12 slice***",Dairy Queen
630,Burgers,34,34,Original Double Cheeseburger,Dairy Queen
600,Sandwiches,30,59,Crispy Chicken Sandwich,Dairy Queen
670,Entrees,43,40,Foot-Long Chili Cheese Dog,Dairy Queen
190,Kid's Meals,8,27,French Fries - Kids’,Dairy Queen
470,Soups,16,54,Chili - Cup,Dairy Queen
380,Breakfast,24,26,Bacon Biscuit Sandwich,Dairy Queen
770,Desserts,28,117,Banana Cream Pie Blizzard - Medium,Dairy Queen
330,Desserts,11,49,Choco Cherry Love Blizzard - Mini,Dairy Queen
1020,Desserts,40,148,Cookie Dough Blizzard - Medium,Dairy Queen
410,Desserts,19,52,Georgia Mud Fudge® Blizzard - Mini,Dairy Queen
920,Desserts,41,126,Heath Blizzard - Medium,Dairy Queen
400,Desserts,14,62,Mint Oreo® Blizzard - Mini,Dairy Queen
820,Desserts,35,108,Oreo CheeseQuake Blizzard - Medium,Dairy Queen
330,Desserts,12,48,Strawberry CheeseQuake® Blizzard - Mini,Dairy Queen
140,Desserts,6,20,Oreo Cookie Pieces,Dairy Queen
710,Coffee,23,106,Cappuccino MooLatté - Large,Dairy Queen
210,Drinks,0,41,"Arctic Rush, All Flavors - Small",Dairy Queen
580,Shakes,21,85,"Shake, Banana - Medium",Dairy Queen
900,Shakes,31,148,"Shake, Chocolate - Large",Dairy Queen
520,Shakes,19,77,"Shake, Vanilla - Small",Dairy Queen
710,Shakes,22,112,"Malt, Cherry - Medium",Dairy Queen
1350,Shakes,72,143,"Malt, Peanut Butter - Large",Dairy Queen
280,Drinks,0,64,"Lemonade Chiller, Strawberry, Small",Dairy Queen
330,Desserts,10,53,Vanilla Cone - Medium,Dairy Queen
230,Desserts,7,37,"Sundae, Banana - Small",Dairy Queen
400,Desserts,12,70,"Sundae, Chocolate - Medium",Dairy Queen
790,Desserts,44,80,"Sundae, Peanut Butter - Large",Dairy Queen
540,Desserts,21,77,Chocolate Coated Waffle Cone w/ Soft Serve,Dairy Queen
240,Desserts,15,24,Chocolate Mint Dilly Bar,Dairy Queen
1150,Desserts,38,171,DQ Home-Pak,Dairy Queen
630,Desserts,29,84,"Choc. Xtreme Blizzard Cake, 10”, 1/12 slice***",Dairy Queen
1260,Chicken,66,121,Chick. Strip Basket - 6pc w/ Country Gravy,Dairy Queen
830,Sandwiches,51,63,Crispy FlameThrower Chicken Sandwich,Dairy Queen
290,Entrees,17,22,Hot Dog,Dairy Queen
500,French Fries,21,70,French Fries - Large,Dairy Queen
640,Burgers,34,35,Deluxe Double Cheeseburger,Dairy Queen
600,Breakfast,36,48,Sausage Biscuit Twin Pack,Dairy Queen
290,Desserts,8,49,Banana Split Blizzard - Mini,Dairy Queen
650,Desserts,24,95,Choco Cherry Love Blizzard - Medium,Dairy Queen
450,Desserts,18,63,Double Fudge Cookie Dough Blizzard - Mini,Dairy Queen
990,Desserts,55,115,Georgia Mud Fudge Blizzard - Medium,Dairy Queen
370,Desserts,13,57,M&M’s® Chocolate Candy Blizzard - Mini,Dairy Queen
740,Desserts,25,116,Mint Oreo Blizzard - Medium,Dairy Queen
360,Desserts,14,50,Reese’s® Peanut Butter Cups® Blizzard - Mini,Dairy Queen
690,Desserts,28,92,Strawberry CheeseQuake Blizzard - Medium,Dairy Queen
140,Desserts,10,16,Cocoa Fudge,Dairy Queen
80,Desserts,7,3,Peanuts,Dairy Queen
650,Coffee,20,103,Caramel MooLatté - Medium,Dairy Queen
350,Drinks,0,70,"Arctic Rush, All Flavors - Large",Dairy Queen
560,Shakes,20,83,"Shake, Caramel - Small",Dairy Queen
750,Shakes,29,108,"Shake, Hot Fudge - Medium",Dairy Queen
840,Shakes,28,128,"Shake, Vanilla - Large ",Dairy Queen
590,Shakes,21,92,"Malt, Chocolate - Small",Dairy Queen
700,Shakes,22,107,"Malt, Strawberry - Medium",Dairy Queen
680,Drinks,0,161,"Lemonade Chiller, Strawberry, Large",Dairy Queen
230,Desserts,7,36,Vanilla Cone - Small,Dairy Queen
660,Desserts,30,85,"Dipped Cone, Chocolate - Large ***",Dairy Queen
280,Desserts,8,48,"Sundae, Chocolate - Small",Dairy Queen
570,Desserts,32,56,"Sundae, Peanut Butter - Medium",Dairy Queen
940,Desserts,48,121,Fudge Brownie Temptation Waffle Bowl Sundae,Dairy Queen
190,Desserts,13,24,No Sugar Added Dilly Bar,Dairy Queen
60,Desserts,0,18,Vanilla Orange Bar,Dairy Queen
580,Desserts,27,76,"Reese’s PB Cups Blizzard Cake 8”, 1/8 slice***",Dairy Queen
1030,Chicken,53,105,Chick. Strip Basket - 4pc w/ Country Gravy,Dairy Queen
360,Sandwiches,15,32,Grilled Chicken Sandwich,Dairy Queen
560,Entrees,35,39,Foot-Long Hot Dog,Dairy Queen
310,French Fries,13,43,French Fries - Regular,Dairy Queen
400,Burgers,18,35,Deluxe Cheeseburger,Dairy Queen
360,Breakfast,21,26,Ham Biscuit Sandwich,Dairy Queen
1090,Desserts,38,168,Banana Cream Pie Blizzard - Large,Dairy Queen
460,Desserts,17,69,Choco Cherry Love Blizzard - Small,Dairy Queen
1300,Desserts,52,190,Cookie Dough Blizzard - Large,Dairy Queen
680,Desserts,35,82,Georgia Mud Fudge Blizzard - Small,Dairy Queen
1260,Desserts,57,173,Heath Blizzard - Large,Dairy Queen
560,Desserts,18,87,Mint Oreo Blizzard - Small,Dairy Queen
1140,Desserts,49,151,Oreo CheeseQuake Blizzard - Large,Dairy Queen
510,Desserts,20,69,Strawberry CheeseQuake Blizzard - Small,Dairy Queen
180,Desserts,15,8,Peanut Butter Topping,Dairy Queen
520,Coffee,16,82,Caramel MooLatté - Small,Dairy Queen
260,Drinks,0,53,"Arctic Rush, All Flavors - Medium",Dairy Queen
750,Shakes,26,111,"Shake, Banana - Large",Dairy Queen
560,Shakes,22,79,"Shake, Hot Fudge - Small",Dairy Queen
650,Shakes,22,98,"Shake, Vanilla - Medium",Dairy Queen
910,Shakes,27,144,"Malt, Cherry - Large",Dairy Queen
550,Shakes,19,81,"Malt, Strawberry - Small",Dairy Queen
420,Drinks,0,96,"Lemonade Chiller, Strawberry, Medium",Dairy Queen
470,Desserts,14,74,Vanilla Cone - Large,Dairy Queen
330,Desserts,10,53,"Sundae, Banana - Medium",Dairy Queen
570,Desserts,17,98,"Sundae, Chocolate - Large",Dairy Queen
230,Desserts,7,38,"Sundae, Pineapple - Small",Dairy Queen
420,Desserts,13,67,Plain Waffle Cone with Soft Serve,Dairy Queen
210,Desserts,11,24,Butterscotch Dilly Bar,Dairy Queen
410,Desserts,15,60,"DQ Cake, 10”, 1/12 slice ",Dairy Queen
620,Desserts,29,83,"Choc. Xtreme Blizzard Cake, 8”, 1/8 slice***",Dairy Queen
1160,Chicken,60,110,Chicken Quesadilla Basket,Dairy Queen
470,Salads,26,29,Crispy Chicken Salad,Dairy Queen
290,Kid's Meals,17,22,Hot Dog Kids’ ,Dairy Queen
1020,French Fries,51,116,Chili Cheese Fries,Dairy Queen
540,Burgers,26,34,Deluxe Double Hamburger,Dairy Queen
640,Breakfast,37,55,Ultimate Breakfast Burrito,Dairy Queen
440,Desserts,14,71,Banana Split Blizzard - Small,Dairy Queen
920,Desserts,34,136,Choco Cherry Love Blizzard - Large,Dairy Queen
750,Desserts,32,107,Double Fudge Cookie Dough Blizzard - Small,Dairy Queen
1450,Desserts,83,164,Georgia Mud Fudge Blizzard - Large,Dairy Queen
660,Desserts,23,101,M&M’s Chocolate Candy Blizzard - Small,Dairy Queen
1070,Desserts,36,168,Mint Oreo Blizzard - Large,Dairy Queen
530,Desserts,21,74,Reese’s Peanut Butter Cups Blizzard - Small,Dairy Queen
930,Desserts,37,124,Strawberry CheeseQuake Blizzard - Large,Dairy Queen
90,Desserts,1,20,Caramel Topping,Dairy Queen
80,Desserts,7,7,Coconut Flakes,Dairy Queen
100,Desserts,11,2,Pecan Pieces,Dairy Queen
690,Coffee,23,107,Caramel MooLatté - Large,Dairy Queen
380,Drinks,10,65,"Arctic Rush Freeze, All Flavors - Small",Dairy Queen
740,Shakes,24,117,"Shake, Caramel - Medium",Dairy Queen
970,Shakes,36,141,"Shake, Hot Fudge - Large",Dairy Queen
540,Shakes,19,80,"Malt, Banana - Small",Dairy Queen
790,Shakes,26,130,"Malt, Chocolate - Medium",Dairy Queen
880,Shakes,27,137,"Malt, Strawberry - Large",Dairy Queen
330,Desserts,15,42,"Dipped Cone, Chocolate - Small ***",Dairy Queen
350,Desserts,10,57,"Sundae, Cherry - Medium",Dairy Queen
580,Desserts,14,103,"Sundae, Marshmallow - Large",Dairy Queen
810,Desserts,35,115,Turtle Waffle Bowl Sundae,Dairy Queen
480,Desserts,17,75,Strawberry Shortcake,Dairy Queen
80,Desserts,0,21,Stars & Stripes StarKiss Bar,Dairy Queen
550,Desserts,24,75,"Oreo Blizzard Cake, 8”, 1/8 slice***",Dairy Queen
400,Burgers,18,34,Original Cheeseburger,Dairy Queen
420,Sandwiches,14,52,Iron Grilled Cheese Sandwich,Dairy Queen
330,Entrees,20,24,Chili Dog,Dairy Queen
110,Kid's Meals,0,29,Banana,Dairy Queen
710,Soups,24,881,Chili - Bowl,Dairy Queen
440,Breakfast,30,25,Sausage Biscuit Sandwich,Dairy Queen
570,Desserts,21,85,Banana Cream Pie Blizzard - Small,Dairy Queen
990,Desserts,35,151,Butterfinger Blizzard - Large,Dairy Queen
710,Desserts,28,104,Cookie Dough Blizzard - Small,Dairy Queen
1320,Desserts,62,176,French Silk Pie Blizzard - Large,Dairy Queen
600,Desserts,26,83,Heath Blizzard - Small,Dairy Queen
1300,Desserts,65,171,Midnight Truffle Blizzard - Large,Dairy Queen
580,Desserts,25,78,Oreo CheeseQuake Blizzard - Small,Dairy Queen
1140,Desserts,44,168,Snickers Blizzard - Large,Dairy Queen
140,Desserts,6,20,M&M’s Chocolate Candies,Dairy Queen
570,Coffee,19,84,Cappuccino MooLatté - Medium,Dairy Queen
820,Coffee,31,121,Mocha MooLatté - Large,Dairy Queen
480,Shakes,18,68,"Shake, Banana - Small",Dairy Queen
700,Shakes,25,112,"Shake, Chocolate - Medium",Dairy Queen
770,Shakes,26,114,"Shake, Strawberry - Large",Dairy Queen
560,Shakes,19,83,"Malt, Cherry - Small",Dairy Queen
1010,Shakes,53,111,"Malt, Peanut Butter - Medium",Dairy Queen
600,Drinks,0,143,"Lemonade Chiller, Classic, Large",Dairy Queen
490,Desserts,15,75,Chocolate Cone - Large,Dairy Queen
610,Desserts,16,103,"Sundae, Caramel - Large",Dairy Queen
290,Desserts,7,50,"Sundae, Marshmallow - Small",Dairy Queen
350,Desserts,10,56,"Sundae, Strawberry - Medium",Dairy Queen
580,Desserts,27,73,Peanut Butter Bash™,Dairy Queen
190,Desserts,5,31,DQ Sandwich,Dairy Queen
320,Desserts,13,47,"DQ Sheet Cake, 1/24 slice",Dairy Queen
800,Burgers,51,44,1/2 lb. GrillBurger with Cheese,Dairy Queen
600,Sandwiches,24,55,Iron Grilled Classic Club Sandwich,Dairy Queen
280,Sandwiches,15,22,Grilled Chicken Wrap,Dairy Queen
190,Kid's Meals,8,27,Fries,Dairy Queen
310,Sandwiches,9,41,Barbecue Pork Sandwich,Dairy Queen
550,Sides,45,0,Cheese Curds ,Dairy Queen
190,Breakfast,12,18,Hashbrowns,Dairy Queen
470,Desserts,16,71,Butterfinger Blizzard - Small,Dairy Queen
1420,Desserts,67,189,Chocolate Xtreme Blizzard - Large,Dairy Queen
670,Desserts,30,90,French Silk Pie Blizzard - Small,Dairy Queen
820,Desserts,29,125,Hawaiian Blizzard - Large,Dairy Queen
750,Desserts,37,99,Midnight Truffle Blizzard - Small,Dairy Queen
980,Desserts,36,145,Oreo Cookies Blizzard - Large,Dairy Queen
670,Desserts,26,99,Snickers Blizzard - Small,Dairy Queen
1470,Desserts,82,164,Turtle Pecan Cluster Blizzard - Large ***,Dairy Queen
130,Desserts,6,18,Chocolate Chip Cookie Dough Pieces,Dairy Queen
90,Desserts,7,7,Whipped Topping,Dairy Queen
500,Coffee,19,74,Mocha MooLatté - Small,Dairy Queen
420,Drinks,7,82,"Arctic Rush Float, All Flavors - Medium",Dairy Queen
830,Shakes,27,126,"Shake, Cherry - Large",Dairy Queen
490,Shakes,18,70,"Shake, Strawberry - Small",Dairy Queen
830,Shakes,25,134,"Malt, Caramel - Medium",Dairy Queen
1090,Shakes,38,165,"Malt, Hot Fudge - Large",Dairy Queen
250,Drinks,0,55,"Lemonade Chiller, Classic, Small",Dairy Queen
180,Desserts,5,28,Chocolate Cone - Kids’ ,Dairy Queen
470,Desserts,14,76,"Sundae, Banana - Large",Dairy Queen
300,Desserts,10,46,"Sundae, Hot Fudge - Small",Dairy Queen
340,Desserts,10,54,"Sundae, Pineapple - Medium",Dairy Queen
710,Desserts,31,96,Peanut Buster® Parfait,Dairy Queen
210,Desserts,12,24,Cherry Dilly Bar,Dairy Queen
410,Desserts,15,59,"DQ Cake, 8”, 1/8 slice",Dairy Queen
630,Burgers,37,44,1/4 lb. Bacon Cheese GrillBurger™,Dairy Queen
1100,Entrees,59,110,Veggie Quesadilla Basket,Dairy Queen
330,Salads,15,13,Grilled Chicken Salad,Dairy Queen
400,Kid's Meals,18,34,Cheeseburger Kids’,Dairy Queen
360,Sides,16,47,Onion Rings,Dairy Queen
350,Burgers,14,34,Deluxe Hamburger,Dairy Queen
780,Breakfast,46,69,Country Platter,Dairy Queen
570,Desserts,17,93,Banana Split Blizzard - Medium,Dairy Queen
400,Desserts,17,55,Chocolate Xtreme Blizzard - Mini,Dairy Queen
1010,Desserts,42,144,Double Fudge Cookie Dough Blizzard - Med,Dairy Queen
300,Desserts,10,45,Hawaiian Blizzard - Mini,Dairy Queen
840,Desserts,30,127,M&M’s Chocolate Candy Blizzard - Medium,Dairy Queen
350,Desserts,13,52,Oreo® Cookies Blizzard - Mini,Dairy Queen
740,Desserts,31,101,Reese’s Peanut Butter Cups Blizzard - Med,Dairy Queen
430,Desserts,20,56,Turtle Pecan Cluster Blizzard - Mini ***,Dairy Queen
100,Desserts,6,10,Cheesecake Pieces,Dairy Queen
150,Desserts,9,17,Heath Pieces,Dairy Queen
140,Desserts,8,16,Reese’s Peanut Butter Cups Pieces,Dairy Queen
500,Coffee,15,80,French Vanilla MooLatté - Small,Dairy Queen
470,Drinks,12,80,"Arctic Rush Freeze, All Flavors - Medium",Dairy Queen
960,Shakes,29,155,"Shake, Caramel - Large",Dairy Queen
640,Shakes,33,71,"Shake, Peanut Butter - Small",Dairy Queen
670,Shakes,22,102,"Malt, Banana - Medium",Dairy Queen
1020,Shakes,32,171,"Malt, Chocolate - Large",Dairy Queen
580,Shakes,19,89,"Malt, Vanilla - Small",Dairy Queen
340,Desserts,10,54,Chocolate Cone - Medium,Dairy Queen
430,Desserts,11,74,"Sundae, Caramel - Medium",Dairy Queen
610,Desserts,21,94,"Sundae, Hot Fudge - Large",Dairy Queen
260,Desserts,7,44,"Sundae, Strawberry - Small",Dairy Queen
740,Desserts,27,149,Oreo® Brownie EarthQuake® Treat,Dairy Queen
460,Desserts,28,44,Buster Bar® Treat***,Dairy Queen
310,Desserts,12,44,"DQ Log Cake, 1/8 slice ",Dairy Queen
570,Burgers,35,39,1/4 lb. Mushroom Swiss GrillBurger,Dairy Queen
550,Sandwiches,23,43,Iron Grilled Turkey Sandwich,Dairy Queen
350,Sandwiches,21,30,Crispy Chicken Wrap,Dairy Queen
320,Kid's Meals,13,30,Grilled Cheese Kids’ ,Dairy Queen
350,Sandwiches,14,40,Barbecue Beef Sandwich,Dairy Queen
470,Sandwiches,22,53,Crispy Fish Sandwich,Dairy Queen
310,Breakfast,6,57,Pancake Platter,Dairy Queen
340,Desserts,12,52,Butterfinger® Blizzard - Mini,Dairy Queen
960,Desserts,45,130,Chocolate Xtreme Blizzard - Medium,Dairy Queen
430,Desserts,19,57,French Silk Pie Blizzard - Mini,Dairy Queen
600,Desserts,21,92,Hawaiian Blizzard - Medium,Dairy Queen
400,Desserts,19,54,Midnight Truffle Blizzard - Mini,Dairy Queen
680,Desserts,25,100,Oreo Cookies Blizzard - Medium,Dairy Queen
370,Desserts,13,55,Snickers® Blizzard - Mini,Dairy Queen
1070,Desserts,56,129,Turtle Pecan Cluster Blizzard - Medium ***,Dairy Queen
150,Desserts,10,17,Choco Chunks,Dairy Queen
25,Desserts,0,6,Strawberry Topping,Dairy Queen
780,Coffee,22,129,French Vanilla MooLatté - Large,Dairy Queen
330,Drinks,6,65,"Arctic Rush Float, All Flavors - Small",Dairy Queen
630,Shakes,22,94,"Shake, Cherry - Medium",Dairy Queen
1230,Shakes,71,120,"Shake, Peanut Butter - Large",Dairy Queen
610,Shakes,20,95,"Malt, Caramel - Small",Dairy Queen
840,Shakes,30,126,"Malt, Hot Fudge - Medium",Dairy Queen
950,Shakes,29,151,"Malt, Vanilla - Large",Dairy Queen
240,Desserts,7,37,Chocolate Cone - Small ,Dairy Queen
300,Desserts,8,50,"Sundae, Caramel - Small",Dairy Queen
440,Desserts,15,67,"Sundae, Hot Fudge - Medium",Dairy Queen
480,Desserts,14,77,"Sundae, Pineapple - Large",Dairy Queen
520,Desserts,14,94,Banana Split,Dairy Queen
220,Desserts,13,25,Heath® Dilly Bar,Dairy Queen
290,Desserts,11,42,"DQ Heart Cake, 1/10 slice",Dairy Queen
1000,Burgers,74,40,1/2 lb. FlameThrower® GrillBurger,Dairy Queen
1000,Entrees,49,116,Popcorn Shrimp Basket,Dairy Queen
20,Salads,0,5,Side Salad,Dairy Queen
220,Kid's Meals,12,15,Chicken Strip Kids’ (2),Dairy Queen
260,Sides,15,26,Corn Dog,Dairy Queen
780,Burgers,48,34,DQ Ultimate® Burger,Dairy Queen
660,Breakfast,43,45,Ultimate Hashbrown Platter,Dairy Queen
780,Desserts,23,129,Banana Split Blizzard - Large,Dairy Queen
650,Desserts,29,88,Chocolate Xtreme Blizzard - Small,Dairy Queen
1340,Desserts,58,189,Double Fudge Cookie Dough Blizzard - Large,Dairy Queen
440,Desserts,15,67,Hawaiian Blizzard - Small,Dairy Queen
1140,Desserts,41,176,M&M’s Chocolate Candy Blizzard - Large,Dairy Queen
550,Desserts,20,81,Oreo Cookies Blizzard - Small,Dairy Queen
1040,Desserts,44,141,Reese’s Peanut Butter Cups Blizzard - Large,Dairy Queen
700,Desserts,33,88,Turtle Pecan Cluster Blizzard - Small ***,Dairy Queen
130,Desserts,6,17,Brownie Pieces,Dairy Queen
130,Desserts,7,17,Snickers Pieces,Dairy Queen
630,Coffee,19,101,French Vanilla MooLatté - Medium,Dairy Queen
610,Drinks,15,107,"Arctic Rush Freeze, All Flavors - Large",Dairy Queen
500,Shakes,18,72,"Shake, Cherry - Small",Dairy Queen
920,Shakes,52,94,"Shake, Peanut Butter - Medium",Dairy Queen
860,Shakes,27,134,"Malt, Banana - Large",Dairy Queen
620,Shakes,22,90,"Malt, Hot Fudge - Small",Dairy Queen
740,Shakes,23,116,"Malt, Vanilla - Medium",Dairy Queen
610,Shakes,28,74,"Milk Shakes (Vanilla, Chocolate or Strawberry)",Denny's
1140,Breakfast,63,94,Meat Lover’s Scramble,Denny's
110,Breakfast,9,0,Chicken Sausage Patty (1),Denny's
740,Breakfast,56,34,Ultimate Skillet,Denny's
370,Sides,8,68,Pancake Puppies®,Denny's
390,Breakfast,18,25,Fit Fare® Omelette,Denny's
450,Appetizers,18,40,Chicken Wings w/ Sweet & Tangy BBQ Sauce (add dipping sauce),Denny's
820,Burgers,44,47,Classic Cheeseburger (add choices),Denny's
900,Sandwiches,47,67,Hickory Grilled Chicken Sandwich (add choices),Denny's
310,Salads,10,21,Half Size Cranberry Apple Chicken Salad w/ balsamic vinaigrette / no bread,Denny's
250,Drinks,0,62,OJ Strawberry Mango,Denny's
1010,Breakfast,59,91,Bacon Avocado Burrito w/ hash browns,Denny's
250,Breakfast,21,1,Eggs (2),Denny's
800,Breakfast,68,5,All  -  American Slam® (add choices),Denny's
140,Sides,11,1,Bacon Strips,Denny's
210,Sides,7,27,Red  -  Skinned Potatoes,Denny's
770,Breakfast,53,31,Moons Over My Hammy Omelette™ w/ hash browns (add choices),Denny's
560,Appetizers,20,58,Mozzarella Cheese Sticks (add marinara sauce),Denny's
1400,Burgers,87,49,Double Cheeseburger (add choices),Denny's
670,Sandwiches,36,52,Prime Rib Philly Melt (add choices),Denny's
430,French Fries,23,50,"French Fries, salted",Denny's
25,Sides,0,4,Broccoli,Denny's
190,Sides,3,35,Vegetable Rice Pilaf,Denny's
630,Desserts,39,65,Coconut Cream Pie,Denny's
210,Drinks,0,54,Pacific Chiller,Denny's
780,Breakfast,15,130,Banana Pecan Pancake Breakfast,Denny's
50,Breakfast,0,1,Egg Whites (2),Denny's
820,Breakfast,64,32,Belgian Waffle Slam®,Denny's
428,Sides,12,48,Bagel & Cream Cheese,Denny's
130,Sides,1,25,English Muffin / no margarine,Denny's
370,Sides,34,4,Sausage Links (4),Denny's
620,Breakfast,48,8,Ultimate Omelette® (add choices),Denny's
1380,Appetizers,71,139,Sampler™ (add sauce),Denny's
860,Burgers,48,51,Mushroom Swiss Burger (add choices),Denny's
860,Sandwiches,48,76,Spicy Buffalo Chicken Melt (add choices),Denny's
180,Drinks,0,47,Pineapple Dream™,Denny's
660,Breakfast,43,29,Country  -  Fried Steak & Eggs (add choices),Denny's
130,Breakfast,1,25,English Muffin / no margarine,Denny's
180,Breakfast,17,2,Sausage Links,Denny's
390,Breakfast,12,46,Fit Slam®,Denny's
370,Sides,5,74,Bowl of Harvest Oatmeal w/ Milk,Denny's
340,Sides,21,33,"Everything Hash Browns w/ onions, cheese & country gravy",Denny's
200,Drinks,0,50,Strawberry Lemonade,Denny's
530,Breakfast,11,93,Harvest Oatmeal Breakfast,Denny's
120,Breakfast,5,8,Grilled Ham Slice,Denny's
70,Breakfast,0,18,Seasonal Fruit,Denny's
780,Breakfast,58,35,French Toast Slam®,Denny's
190,Sides,9,24,Buttermilk Biscuit,Denny's
